Дата;Максимальная температура;Минимальная температура;Средняя температура;Атмосферное давление;Скорость ветра;Осадки;Эффективная температура
29.05.2015;30,7;17,1;23,6;985,8;3;7;23
30.05.2015;23,3;15,4;19,7;991,6;4;0;18,3
31.05.2015;22,5;15;18,2;995,5;2;1;17,9
01.06.2015;21,6;13,1;16,7;996,8;3;0;15,8
02.06.2015;17;12,8;14,9;998,3;3;2;13,2
03.06.2015;27,1;14,4;20,6;1000,2;3;0;19,2
04.06.2015;30;16;23,6;997,6;2;0;23,6
05.06.2015;21,7;13,4;17,9;1002;4;1;15
06.06.2015;22,5;9,4;16,1;1007,5;3;0;13,7
07.06.2015;26,5;9;19,9;1007,9;3;0;18
08.06.2015;30,5;17,4;24,7;1001,9;4;0;22,7
09.06.2015;28;17,6;22,6;999;2;0;22,4
10.06.2015;24;15,1;18,9;1000,4;2;0;17,7
11.06.2015;24,7;12;18,6;999,2;2;0;17,1
12.06.2015;25,5;14,8;19;998,4;2;0;18
13.06.2015;27,9;10,1;21,2;1000,9;2;0;20,2
14.06.2015;31,2;13;24,7;996,7;2;0;23,9
15.06.2015;33,5;16,1;26,7;993,3;2;0;26,4
16.06.2015;32,6;20,3;25,2;991,3;2;0;25,3
17.06.2015;25,3;13,1;18,6;990,4;3;12;18
18.06.2015;16,7;12,1;14,6;991,9;3;6;13,2
19.06.2015;25,4;14,6;19;989,2;2;0;19
20.06.2015;25,4;16,8;21,3;988,8;1;1;22,9
21.06.2015;27,3;16,5;21,7;989,6;2;0;22,6
22.06.2015;27,5;15,9;21,8;993,1;1;2;23,5
23.06.2015;29,4;16;23,2;995,2;2;2;24
24.06.2015;25,7;18,5;20,6;996,2;2;13;21,6
25.06.2015;28,6;18;22,8;992,9;2;5;24,2
26.06.2015;28;18,6;23,4;989,2;2;26;24,9
27.06.2015;29;20,6;24,5;985,6;2;1;25,9
28.06.2015;26,7;19;22,7;986,8;2;0;23,6
29.06.2015;21;16;18,3;991,9;2;1;18,8
30.06.2015;20,5;14,4;17,1;995;2;0;17
01.07.2015;25;13,4;19,3;997;3;0;18,3
02.07.2015;27,5;15,4;21,2;1000,4;2;0;20,9
03.07.2015;24,2;15,2;19,4;1004,4;3;0;18,2
04.07.2015;30;11,3;22,2;1005,1;3;0;21,3
05.07.2015;32;19,8;25,7;998,6;3;0;25,6
06.07.2015;27,8;16,9;22,6;994,8;3;0;22,1
07.07.2015;26,2;12,6;20,4;994,9;3;0;19,4
08.07.2015;29,5;14,5;22,6;992,8;3;1;21,6
09.07.2015;32,5;15,6;25,1;991,3;3;0;24,4
10.07.2015;30,7;19,5;24,1;987,7;3;2;24,1
11.07.2015;22,5;12,6;17,3;986;4;0;15,1
12.07.2015;20;11,8;16;984,8;5;4;13,2
13.07.2015;23,5;12,5;17,6;989;3;0;16,1
14.07.2015;17;10,2;15,9;992;2;3;15,6
15.07.2015;21,6;14,2;17,1;991,6;2;10;17,1
16.07.2015;21;14,4;16,8;992;3;2;15,8
17.07.2015;24,5;13;18,2;994,4;3;0;17
18.07.2015;16,8;14,2;15,4;991,9;3;10;14,3
19.07.2015;25;12,8;19,6;997,3;3;0;18,4
20.07.2015;29,5;16,5;21,8;989,8;3;5;21,6
21.07.2015;21,5;14,8;17,7;987,9;5;3;15,1
22.07.2015;24,8;11,5;19,7;994,6;4;0;17,7
23.07.2015;27;16,3;20,8;994,7;3;1;19,6
24.07.2015;30,5;13;22,9;997,1;2;0;22,9
25.07.2015;30,2;19,7;24,9;997,1;1;0;26,7
26.07.2015;33,1;21,5;27,3;996;3;0;27,7
27.07.2015;36;19,8;28,1;991,5;3;0;28
28.07.2015;33,5;19;24,7;988,7;2;4;25,3
29.07.2015;27,2;19;23,1;990,8;3;3;22,6
30.07.2015;28,4;18;23,1;993,9;4;0;22,2
31.07.2015;28,4;18,2;22,3;994,3;2;4;23,1
01.08.2015;22,5;14,7;17,3;997;3;29;16,5
02.08.2015;26;12,8;19,3;1005,8;1;0;19,5
03.08.2015;26,6;14,1;20,3;1006;2;0;19,6
04.08.2015;27,8;13;20,8;1003,7;2;0;20,3
05.08.2015;28;15,3;22,2;1000,8;2;0;22,1
06.08.2015;25,5;15,5;20,4;1002,2;2;0;19,8
07.08.2015;25;14;19,1;1006;3;0;17,9
08.08.2015;31,5;14;24,7;1005,7;3;0;23,8
09.08.2015;33,2;18,2;25,6;1002,8;1;0;27,1
10.08.2015;34,6;19,4;26,8;999,8;2;0;27
11.08.2015;33,5;17,6;25,7;999,8;3;0;25,8
12.08.2015;33,2;20;24,6;1003,9;2;0;24,4
13.08.2015;31;15,5;23,7;1000,8;2;0;23,1
14.08.2015;29,8;15,5;22,5;996,5;2;0;22,4
15.08.2015;24,2;14;19,4;995,8;1;0;19,2
16.08.2015;26;16,6;20,1;991,7;3;0;18,6
17.08.2015;19;12;15,2;996,5;3;0;13,4
18.08.2015;17,8;10,8;14,2;998,3;3;1;12,2
19.08.2015;16,9;12,2;14,4;1001,5;2;0;13,1
20.08.2015;14,5;9,1;12;1005;3;0;9,9
21.08.2015;24,8;10;17,5;1007;2;0;16,3
22.08.2015;26,3;11,3;19,4;1004,6;1;0;19,1
23.08.2015;27;12,1;20,7;1000,5;2;0;19,9
24.08.2015;22,3;13,5;16,9;1003,2;3;0;14,7
25.08.2015;23,9;6,2;15,5;1005,1;;0;
26.08.2015;27;7,5;17,9;1001,4;2;0;16,1
27.08.2015;29;11;20,8;999,5;2;0;19,8
28.08.2015;27;14,4;19,9;1000,6;3;0;18,9
29.08.2015;30,5;14,8;22,8;997,4;4;0;20,9
30.08.2015;24;13;18,4;998,7;5;0;15,1
31.08.2015;23,3;11,7;17;998,3;4;0;14,3
01.09.2015;24;10,2;17,8;997,5;3;0;15,7
02.09.2015;24,6;14,8;19,1;993,4;2;0;18,4
03.09.2015;24,1;13,6;18,3;992,6;2;0;17,7
04.09.2015;26,4;13,1;19,6;994,2;2;5;19,8
05.09.2015;27;15;19,9;994,3;3;10;19,6
06.09.2015;27;12,8;18,1;992,8;2;0;18,1
07.09.2015;19,6;14,1;16,8;990,3;3;0;15,4
08.09.2015;20,4;10,6;15,2;995,5;3;0;13,2
09.09.2015;21;8,8;14,6;1001,3;2;0;13,2
10.09.2015;21,1;8,9;14,5;1006,6;3;0;12,3
11.09.2015;16,5;8;12,2;1010,6;2;0;10,6
12.09.2015;15,8;9,6;12,9;1012,2;1;0;12,2
13.09.2015;16,4;11,1;13,4;1012,8;1;0;12,4
14.09.2015;20,2;9,4;14,1;1009,5;1;0;13,2
15.09.2015;22;8,5;14,4;1005,7;1;0;13,5
16.09.2015;22,4;6,8;14,9;1005;1;0;14,1
17.09.2015;24,4;8,8;17,2;1004,4;2;0;15,9
18.09.2015;28;10,5;20,1;1003,6;3;0;18,2
19.09.2015;30,2;15,6;22,7;1002,7;2;0;21,4
20.09.2015;30;15,4;22,2;1000;2;0;21,1
21.09.2015;28,2;11,7;20,1;996;3;0;18,5
22.09.2015;27,5;15,1;21,1;996,8;2;0;20,7
23.09.2015;30,8;13,5;21,6;1000,2;2;0;20,5
24.09.2015;31,5;15,8;22,9;1004,1;2;0;21,9
25.09.2015;27,4;12,5;20,1;1005,5;3;0;17,9
26.09.2015;29;13,5;21;1004,1;3;0;18,9
27.09.2015;28,3;11,6;19,9;1003,3;3;0;17,7
28.09.2015;28,5;13,5;19,7;1001,6;4;0;17,1
29.09.2015;16;10,7;12,5;1004,8;4;0;9,8
